timestamp,frontend_cpu_usage,frontend_cpu_system_usage,frontend_cpu_user_usage,frontend_memory_usage,frontend_memory_max_usage,frontend_pod_restarts_total,cartservice_cpu_usage,cartservice_cpu_system_usage,cartservice_cpu_user_usage,cartservice_memory_usage,cartservice_memory_max_usage,cartservice_pod_restarts_total,productcatalogservice_cpu_usage,productcatalogservice_cpu_system_usage,productcatalogservice_cpu_user_usage,productcatalogservice_memory_usage,productcatalogservice_memory_max_usage,productcatalogservice_pod_restarts_total,currencyservice_cpu_usage,currencyservice_cpu_system_usage,currencyservice_cpu_user_usage,currencyservice_memory_usage,currencyservice_memory_max_usage,currencyservice_pod_restarts_total,paymentservice_cpu_usage,paymentservice_cpu_system_usage,paymentservice_cpu_user_usage,paymentservice_memory_usage,paymentservice_memory_max_usage,paymentservice_pod_restarts_total,shippingservice_cpu_usage,shippingservice_cpu_system_usage,shippingservice_cpu_user_usage,shippingservice_memory_usage,shippingservice_memory_max_usage,shippingservice_pod_restarts_total,emailservice_cpu_usage,emailservice_cpu_system_usage,emailservice_cpu_user_usage,emailservice_memory_usage,emailservice_memory_max_usage,emailservice_pod_restarts_total,checkoutservice_cpu_usage,checkoutservice_cpu_system_usage,checkoutservice_cpu_user_usage,checkoutservice_memory_usage,checkoutservice_memory_max_usage,checkoutservice_pod_restarts_total,recommendationservice_cpu_usage,recommendationservice_cpu_system_usage,recommendationservice_cpu_user_usage,recommendationservice_memory_usage,recommendationservice_memory_max_usage,recommendationservice_pod_restarts_total,adservice_cpu_usage,adservice_cpu_system_usage,adservice_cpu_user_usage,adservice_memory_usage,adservice_memory_max_usage,adservice_pod_restarts_total,loadgenerator_cpu_usage,loadgenerator_cpu_system_usage,loadgenerator_cpu_user_usage,loadgenerator_memory_usage,loadgenerator_memory_max_usage,loadgenerator_pod_restarts_total,fs_reads_total,fs_writes_total,fs_read_seconds,fs_write_seconds,fs_usage_bytes,fs_limit_bytes,network_receive_bridge,network_receive_eth0,network_transmit_bridge,network_transmit_eth0,network_receive_errors_bridge,network_receive_errors_eth0,network_transmit_errors_bridge,network_transmit_errors_eth0,attack
2025-6-8 15:00,0.559765,0.272554,0.317979,0.402996,0.478289,1,0.251582,0.083504,0.10438,1.041783,1.046939,2,0.281455,0.159997,0.119998,0.378616,0.387377,2,0.448086,0.137931,0.298851,1.010144,1.02291,1,0.046497,0.021503,0.086012,0.825667,0.839384,7,0.051295,0,0,0.312885,0.318592,2,0.09357,0.030026,0.030026,0.998279,1.001283,2,0.035492,0,0.028497,0.330757,0.334212,2,0.296478,0.052598,0.236693,1.029718,1.042884,2,0.371947,0,0.316436,1.692434,1.72953,2,0.185019,0.02176,0.130563,0.894752,0.900259,0,46506,33781,2e-05,3.2e-05,7639863296,1081101176832.0,21215708,554619,33718448,15658717,0,0,0,0,0
2025-6-8 15:00,0.467227,0.244298,0.219869,0.402996,0.478289,1,0.251582,0.083504,0.10438,1.041783,1.046939,2,0.289262,0.117678,0.117678,0.378616,0.387377,2,0.448086,0.137931,0.298851,1.010144,1.02291,1,0.055344,0,0.098769,0.825667,0.839384,7,0.041708,0,0,0.312885,0.318592,2,0.100322,0,0.059263,0.998279,1.001283,2,0.043692,0,0.06196,0.330907,0.334212,2,0.30569,0.105927,0.211853,1.029768,1.042884,2,0.371947,0,0.316436,1.692434,1.72953,2,0.185019,0.02176,0.130563,0.894752,0.900259,0,46506,33781,2e-05,3.2e-05,7639863296,1081101176832.0,21215708,554619,33718448,15658717,0,0,0,0,0
2025-6-8 15:00,0.609934,0.290782,0.185043,0.401244,0.478289,1,0.241975,0.062886,0.083849,1.041783,1.046939,2,0.285433,0.131527,0.169106,0.38167,0.387377,2,0.568107,0.131314,0.459599,1.0153,1.028416,1,0.051425,0,0.130282,0.82807,0.839384,7,0.048027,0,0,0.313035,0.318592,2,0.101474,0,0.062768,0.998279,1.001283,2,0.047422,0,0.049538,0.330907,0.334212,2,0.311285,0.080911,0.242733,1.029868,1.042884,2,0.383412,0.019601,0.35281,1.692784,1.72953,2,0.143694,0,0.053092,0.894752,0.900259,0,46507,34067,2e-05,3.2e-05,7640281088,1081101176832.0,21353756,567988,34136676,15662516,0,0,0,0,0
2025-6-8 15:00,0.609934,0.290782,0.185043,0.401244,0.478289,1,0.256076,0.141683,0.121443,1.042183,1.046939,2,0.313835,0.215113,0.13689,0.379617,0.388228,2,0.621074,0.145184,0.435553,1.0153,1.028416,1,0.03717,0,0.09491,0.829872,0.839384,7,0.047143,0,0.037761,0.312985,0.318592,2,0.10458,0,0.063074,0.998279,1.001283,2,0.045988,0,0.054937,0.330857,0.334212,2,0.33667,0.041845,0.271995,1.030068,1.042884,2,0.396816,0.040058,0.220317,1.694987,1.72953,2,0.180077,0,0.07064,0.894702,0.900259,0,46507,34214,2e-05,3.2e-05,7640625152,1081101176832.0,21425888,568054,34442090,15662582,0,0,0,0,0
2025-6-8 15:00,0.619453,0.2286,0.431801,0.403847,0.478289,1,0.197811,0.147806,0.118245,1.042183,1.046939,2,0.297677,0.210666,0.150476,0.379617,0.388228,2,0.576449,0.055924,0.363504,1.011145,1.028416,1,0.041871,0,0.071085,0.834377,0.839384,7,0.03508,0,0.043845,0.312985,0.318592,2,0.103034,0,0.123849,0.998279,1.001283,2,0.041502,0,0.067259,0.330857,0.334212,2,0.33667,0.041845,0.271995,1.030068,1.042884,2,0.337967,0.053014,0.132534,1.694987,1.72953,2,0.200255,0.018859,0.075435,0.894702,0.900259,0,46507,34214,2e-05,3.2e-05,7640625152,1081101176832.0,21425888,568054,34442090,15662582,0,0,0,0,0
2025-6-8 15:00,0.677975,0.293956,0.404189,0.428878,0.478289,1,0.255732,0.148207,0.148207,1.042183,1.046939,2,0.2936,0.171954,0.15046,0.379768,0.388228,2,0.538637,0.074842,0.374209,1.019906,1.028416,1,0.041348,0,0.06808,0.834377,0.839384,7,0.041888,0,0.049377,0.313035,0.318592,2,0.099341,0.023934,0.16754,0.998279,1.001283,2,0.032707,0,0.024329,0.330907,0.334212,2,0.327343,0,0.234033,1.030068,1.042884,2,0.713266,0.070002,0.443345,1.69714,1.960514,2,0.190426,0.025872,0.051744,0.894702,0.900259,0,46507,34504,2e-05,3.3e-05,7641059328,1081101176832.0,21558038,568846,34844330,15663374,0,0,0,0,0
2025-6-8 15:01,0.648409,0.225253,0.409551,0.430881,0.478289,1,0.269424,0.173538,0.123956,1.042183,1.046939,2,0.269662,0.131633,0.065817,0.379718,0.388228,2,0.454933,0.055679,0.278396,1.019906,1.028416,1,0.038484,0,0.024518,0.825366,0.839384,7,0.033719,0,0.039747,0.313035,0.318592,2,0.081187,0.019561,0.136924,0.998279,1.001283,2,0.047081,0,0.017825,0.330958,0.334212,2,0.275462,0,0.196941,1.030068,1.042884,2,0.720126,0.046527,0.511795,1.699643,1.960514,2,0.189584,0.045837,0.114592,0.894752,0.900259,0,46507,34626,2e-05,3.3e-05,7641337856,1081101176832.0,21627235,569152,35149192,15663896,0,0,0,0,0
2025-6-8 15:01,0.648409,0.225253,0.409551,0.430881,0.478289,1,0.268725,0.188982,0.132288,1.041933,1.046939,2,0.264111,0.128923,0.064462,0.379718,0.388228,2,0.454027,0.096562,0.289687,1.013748,1.028416,1,0.034876,0,0.036346,0.827118,0.839384,7,0.053038,0,0.042875,0.313035,0.318592,2,0.095507,0.021594,0.129562,0.998279,1.001283,2,0.049379,0,0.02188,0.330958,0.334212,2,0.223882,0,0.132455,1.030068,1.042884,2,0.645584,0.03702,0.407219,1.702496,1.960514,2,0.189584,0.045837,0.114592,0.894752,0.900259,0,46507,34626,2e-05,3.3e-05,7641337856,1081101176832.0,21627235,569152,35149192,15663896,0,0,0,0,0
2025-6-8 15:01,0.614203,0.274198,0.274198,0.428428,0.478289,1,0.228467,0.132401,0.110334,1.041933,1.046939,2,0.291134,0.066661,0.111101,0.380018,0.388228,2,0.407575,0.105033,0.294093,1.019155,1.028416,1,0.038609,0,0.04906,0.827118,0.839384,7,0.05582,0,0,0.313035,0.318592,2,0.095434,0.049685,0.074527,0.998279,1.001283,2,0.039974,0,0,0.330958,0.334212,2,0.302494,0.067884,0.158396,1.030118,1.042884,2,0.731798,0.026487,0.556232,1.702496,1.960514,2,0.180321,0.058506,0.117012,0.894702,0.900259,0,46507,34925,2e-05,3.3e-05,7641763840,1081101176832.0,21758985,569812,35551668,15664556,0,0,0,0,0
2025-6-8 15:01,0.603107,0.293821,0.275457,0.43058,0.478289,1,0.264055,0.157077,0.067319,1.042233,1.046939,2,0.294372,0.063076,0.094613,0.380018,0.388228,2,0.407575,0.105033,0.294093,1.019155,1.028416,1,0.032994,0.02251,0.06753,0.830372,0.839384,7,0.058848,0,0.020916,0.313136,0.318592,2,0.097944,0.069525,0.052144,0.998279,1.001283,2,0.050586,0,0,0.330958,0.334212,2,0.310209,0.074199,0.222596,1.030118,1.042884,2,0.282976,0,0.201904,1.702496,1.960514,2,0.184931,0.065907,0.241657,0.894702,0.900259,0,46507,35048,2e-05,3.3e-05,7642071040,1081101176832.0,21827867,570076,35854605,15664820,0,0,0,0,0
